Property Type,Address,Region,Rent,Total Rent,Area,Rooms,Bathrooms,Garage,Furnished
Apartamento,Rua Paissandu,Flamengo,3800,6008,98,2,2,1.0,0
Apartamento,Rua Joaquim Palhares,Estácio,1500,2158,60,2,1,0.0,0
Apartamento,Rua Manuel Vieira,Tanque,930,1375,70,2,1,1.0,0
Apartamento,Estrada dos Três Rios,Freguesia (jacarepaguá),1350,1472,45,1,1,0.0,0
Apartamento,Rua Duquesa de Bragança,Grajaú,1600,2275,45,1,1,0.0,0
Apartamento,Estrada dos Bandeirantes,Jacarepaguá,1925,2833,40,1,1,1.0,1
Apartamento,Rua Valerio,Cascadura,987,1558,60,2,1,1.0,0
Apartamento,Rua Carlos Palut,Taquara,860,1265,37,1,1,1.0,0
Apartamento,Rua Retiro dos Artistas,Pechincha,1900,2724,73,2,2,1.0,0
Apartamento,Rua Ericeira,Jardim Carioca,1250,1877,48,1,2,1.0,0
Apartamento,Rua Altinópolis,Praia da Bandeira,1100,1593,40,1,1,1.0,0
Apartamento,Avenida Brasil,Parada de Lucas,1094,1409,60,2,1,1.0,0
Apartamento,Estrada Marechal Miguel Salazar Mendes de Moraes,Jacarepaguá,1400,1919,59,3,1,1.0,0
Apartamento,Rua Martins Lage,Engenho Novo,1018,1654,60,2,2,1.0,0
Apartamento,Rua Barão de Cotegipe,Vila Isabel,1500,2313,63,2,1,1.0,0
Apartamento,Rua Odilon Araújo,Cachambi,1354,1852,80,2,2,1.0,0
Apartamento,Rua Constante Ramos,Copacabana,3100,4599,88,2,1,1.0,1
Apartamento,Rua Cachambi,Cachambi,1850,2626,57,2,2,1.0,0
Apartamento,Rua Joaquim Távora,Engenho Novo,990,1662,80,2,1,1.0,0
Apartamento,Largo dos Leões,Humaitá,3200,5273,60,2,1,1.0,1
Apartamento,Avenida Maracanã,Maracanã,1777,2759,67,2,1,0.0,0
Apartamento,Rua Lucídio Lago,Méier,1500,2558,68,2,2,1.0,0
Apartamento,Rua André Rocha,Taquara,1150,1862,48,2,1,1.0,0
Apartamento,Rua André Rocha,Taquara,1500,1758,65,2,2,0.0,0
Apartamento,Rua Barão do Bom Retiro,Grajau,1800,2886,76,2,1,1.0,0
Apartamento,Rua General Clarindo,Engenho de Dentro,1200,1702,60,2,1,1.0,0
Studio e kitnet,Avenida Mem de Sá,Centro,1650,2013,26,1,1,0.0,0
Apartamento,Rua dos Artistas,Vila Isabel,2100,3509,70,2,2,1.0,0
Apartamento,Rua Marques de Leão,Engenho Novo,1181,1857,82,2,1,1.0,0
Apartamento,Estrada do Rio Grande,Taquara,1450,2510,36,1,1,1.0,1
Apartamento,Estrada da Covanca,Tanque,900,1659,62,2,2,1.0,0
Apartamento,Rua Pontes Correia,Andaraí,2350,4366,82,2,3,0.0,0
Apartamento,Rua Professor Manuel Ferreira,Gávea,5176,6731,89,2,2,1.0,0
Apartamento,Rua André Rocha,Taquara,1200,1822,50,1,1,1.0,0
Apartamento,Rua Belmira,Piedade,1550,1817,98,3,2,0.0,0
Apartamento,Rua General Bruce,São Cristóvão,2400,3083,45,1,1,1.0,1
Apartamento,Rua Tomás Lopes,Penha Circular,1100,1657,72,2,2,1.0,0
Apartamento,Rua Joffre Motta,Portuguesa,2200,2685,138,3,1,1.0,1
Apartamento,Avenida Geremário Dantas,Freguesia de Jacarepaguá,1800,2641,55,2,1,1.0,0
Apartamento,Rua das Oficinas,Engenho de Dentro,1400,1905,45,2,1,1.0,0
Apartamento,Avenida Geremário Dantas,Tanque,1907,2814,77,2,2,1.0,1
Apartamento,Rua Jurunas,Méier,1300,1750,73,3,2,0.0,0
Apartamento,Rua Maria Lopes,Madureira,1100,1491,40,2,1,0.0,0
Apartamento,Avenida Brasil,Parada de Lucas,997,1404,53,2,1,1.0,0
Apartamento,Rua Capitão Resende,Cachambi,1200,1662,62,2,1,0.0,0
Apartamento,Rua Araguaia,Freguesia de Jacarepaguá,2710,3743,75,2,2,1.0,0
Casa,Rua Cetima,Irajá,1583,1794,56,2,2,1.0,0
Casa,Rua Ana Silva,Pechincha,2552,2962,96,3,3,1.0,0
Apartamento,Rua André Cavalcanti,Centro,2500,3191,50,2,1,1.0,0
Apartamento,Rua Coronel Tedim,Pechincha,2200,2880,65,2,2,1.0,0
Studio e kitnet,Rua Marques de Abrantes,Flamengo,2168,2876,40,1,1,0.0,0
Apartamento,Avenida Amaro Cavalcanti,Engenho de Dentro,1800,2446,42,2,2,1.0,0
Casa em condomínio,Rua Edgard Werneck,Freguesia (jacarepaguá),3400,3901,150,3,2,1.0,0
Apartamento,Estrada da Água Grande,Irajá,1454,1651,83,3,1,0.0,0
Apartamento,Rua Álvaro Alvim,Centro,790,1657,37,1,1,0.0,0
Apartamento,Estrada Pau-ferro,Pechincha,1800,3007,82,3,2,1.0,0
Apartamento,Avenida Aquarela do Brasil,São Conrado,4400,5850,80,2,3,1.0,0
Apartamento,Rua Getulio,Todos Os Santos,1500,2120,55,2,2,0.0,0
Apartamento,Avenida dos Mananciais,Taquara,1422,1998,54,2,1,0.0,0
Apartamento,Estrada dos Três Rios,Freguesia de Jacarepaguá,2646,3883,65,2,2,1.0,0
Apartamento,Rua Comandante Aristídes Garnier,Penha Circular,900,1135,70,1,1,1.0,0
Apartamento,Rua Carlos de Carvalho,Centro,1600,2156,38,2,2,0.0,0
Apartamento,Rua Vinte E Quatro de Maio,Riachuelo,1500,2562,56,2,2,1.0,0
Apartamento,Rua Barata Ribeiro,Copacabana,3200,4554,70,2,2,0.0,0
Apartamento,Rua Haddock Lobo,Tijuca,2600,4101,100,3,2,1.0,0
Apartamento,Rua Cordovil,Cordovil,1600,2058,54,3,1,1.0,0
Apartamento,Rua Domingos Ferreira,Copacabana,2789,3522,35,1,1,0.0,1
Apartamento,Rua Vereador Jansen Müller,Cachambi,1300,1467,63,2,1,0.0,0
Apartamento,Rua Professora Estér de Melo,Benfica,1300,1650,60,2,2,0.0,0
Apartamento,Rua Professor Henrique Costa,Pechincha,1850,2710,64,2,1,1.0,0
Apartamento,Estrada do Rio Grande,Taquara,1414,2511,41,1,1,1.0,0
Apartamento,Rua Carlos Palut,Taquara,990,1393,38,1,1,1.0,0
Apartamento,R. Cachambi,Cachambi,1800,2206,70,3,2,1.0,0
Apartamento,Rua Santos Titara,Todos Os Santos,1800,2695,58,2,2,1.0,0
Apartamento,Avenida Lúcio Costa,Barra da Tijuca,2900,4922,60,1,1,1.0,1
Apartamento,Avenida Nossa Senhora de Copacabana,Copacabana,3880,6138,87,3,3,0.0,0
Apartamento,Rua Barata Ribeiro,Copacabana,2690,3794,50,1,2,0.0,0
Apartamento,Rua Tenente Franca,Cachambi,1739,1807,68,2,1,0.0,0
Casa,Rua Antônio Braune,Vila da Penha,2100,2821,90,3,2,1.0,0
Apartamento,Rua Pascal,Vila da Penha,1200,1528,65,2,1,0.0,0
Casa,Rua Belo Vale,Tanque,2200,2293,90,2,2,1.0,0
Apartamento,Rua Hilário de Gouvêia,Copacabana,3500,4565,73,2,2,0.0,0
Casa em condomínio,Rua Soldado Geraldo de Sousa,Freguesia (jacarepaguá),2165,2422,90,2,1,0.0,0
Apartamento,Estrada do Capenha,Pechincha,1900,2803,60,2,2,1.0,0
Apartamento,Rua Engenheiro Arthur Moura,Bonsucesso,1400,1705,40,2,1,0.0,0
Apartamento,Praça Natividade Saldanha,Benfica,1500,1870,42,2,1,0.0,0
Casa em condomínio,Rua Suzano,Freguesia (jacarepaguá),1850,2398,80,2,1,1.0,0
Apartamento,Rua Santa Luíza,Maracanã,2450,3185,80,2,1,0.0,1
Apartamento,Rua Gonçalves Crespo,Tijuca,4500,5905,101,3,2,1.0,0
Casa,Rua Ministro Gabriel de Piza,Pechincha,2800,2994,115,3,3,0.0,0
Apartamento,Rua Américo Brasiliense,Madureira,1250,1505,58,2,1,0.0,0
Apartamento,Rua Magalhães Couto,Méier,1000,2115,77,2,1,1.0,0
Apartamento,Rua Barão da Torre,Ipanema,5900,8283,65,1,1,1.0,1
Apartamento,Estrada de Jacarepaguá,Freguesia (jacarepaguá),1350,1919,50,1,1,1.0,0
Apartamento,Rua Domingos Lopes,Madureira,900,1647,48,1,1,1.0,0
Apartamento,Estrada dos Bandeirantes,Jacarepaguá,1744,2657,35,1,1,0.0,1
Apartamento,Rua José Bonifácio,Todos Os Santos,1974,2943,55,2,2,1.0,0
Apartamento,Rua Figueiredo Magalhães,Copacabana,3300,4485,73,2,1,0.0,0
Apartamento,Avenida Monsenhor Félix,Vaz Lobo,1100,1407,76,2,1,0.0,0
Apartamento,Rua Jardim Botânico 622 Apto 103,Jardim Botânico,4300,6403,101,2,2,0.0,1
Apartamento,Rua São Canuto,Irajá,1170,1366,51,1,1,0.0,0
Apartamento,Rua Bonsucesso,Bonsucesso,1400,2007,150,2,1,0.0,0
Apartamento,Rua Bonsucesso,Bonsucesso,1400,1870,150,2,1,0.0,0
Apartamento,Rua Eulina Ribeiro,Méier,2000,2807,80,3,2,1.0,0
Apartamento,Rua Figueiredo de Magalhães,Copacabana,3200,4394,65,2,2,0.0,0
Apartamento,Rua Riachuelo,Centro,2000,2777,40,1,1,0.0,0
Apartamento,Avenida Ayrton Senna,Barra da Tijuca,4100,5826,80,2,2,0.0,0
Studio e kitnet,Rua Pedro de Carvalho,Méier,1350,1875,66,2,1,0.0,0
Apartamento,Rua Atílio Correia Lima,Higienópolis,1447,1853,77,2,1,0.0,0
Apartamento,Avenida Gomes Freire,Centro,1300,1896,26,1,1,0.0,0
Apartamento,Rua Pinto Teles,Praça Seca,1100,1852,83,2,1,1.0,0
Apartamento,Estrada da Água Grande,Vista Alegre,1100,1503,32,1,1,0.0,0
Apartamento,Avenida Oswaldo Cruz,Flamengo,3500,4667,68,2,1,0.0,0
Apartamento,Rua Conde Bernadotte,Leblon,8000,9964,87,2,3,1.0,0
Apartamento,Estrada dos Três Rios,Freguesia de Jacarepaguá,2400,3233,40,1,1,1.0,1
Apartamento,Rua Haroldo Lôbo,Portuguesa,2300,2835,60,2,1,0.0,1
Studio e kitnet,Rua Siqueira Campos,Copacabana,1682,2564,35,1,1,0.0,0
Apartamento,Rua Capintuba,Irajá,2000,2242,97,2,2,1.0,0
Apartamento,Estrada dos Três Rios,Freguesia (jacarepaguá),2600,3386,65,1,1,1.0,0
Casa em condomínio,Rua Imuta,Pechincha,4500,5048,132,3,4,1.0,0
Apartamento,Rua Vital,Quintino Bocaiuva,1300,1630,50,2,1,0.0,0
Apartamento,Avenida dos Democráticos,Higienópolis,2200,2611,85,3,1,0.0,0
Apartamento,Estrada dos Três Rios,Freguesia (jacarepaguá),1350,1472,70,1,1,0.0,0
Apartamento,Avenida Brás de Pina,Penha,950,1372,78,2,1,0.0,0
Apartamento,Avenida Oliveira Belo,Vila da Penha,1650,1714,65,2,1,0.0,0
Apartamento,Rua Calumbi,Irajá,1350,1939,65,2,2,1.0,0
Apartamento,Rua Bauhíneas da Península,Barra da Tijuca,4330,6508,80,2,3,0.0,1
Apartamento,Avenida Maracanã,Tijuca,3950,5234,85,2,2,1.0,0
Apartamento,Rua Áureliano Lessa,Ramos,1967,2443,77,2,2,1.0,0
Apartamento,Avenida Jaime Poggi,Jacarepaguá,3800,4872,68,2,2,1.0,1
Apartamento,Estrada de Jacarepaguá,Freguesia (jacarepaguá),1750,1918,70,2,1,1.0,0
Studio e kitnet,Rua Gaspar,Pilares,891,1202,70,1,1,0.0,0
Casa,Rua Capintuba,Irajá,2000,2250,97,2,1,1.0,0
Apartamento,Rua Martins Pena,Tijuca,2700,4141,55,2,2,0.0,0
Apartamento,Rua de Bonsucesso,Bonsucesso,1400,1755,70,2,2,0.0,0
Apartamento,Rua Geminiano Góis,Freguesia de Jacarepaguá,3200,4662,152,4,4,0.0,0
Studio e kitnet,Rua Álvaro Alvim,Centro,839,1824,30,1,1,0.0,0
Apartamento,Estrada dos Três Rios,Freguesia de Jacarepaguá,1850,2727,40,1,1,1.0,0
Apartamento,Estrada Santa Marinha,Gávea,11590,12340,32,1,1,0.0,0
Apartamento,Rua Barão de Oliveira Castro,Jardim Botânico,5950,6472,82,3,2,1.0,0
Apartamento,Rua Joaquim Silva,Centro,3500,3929,37,1,1,0.0,1
Apartamento,Rua Marquês de Abrantes,Flamengo,4370,5640,85,2,2,0.0,1
Apartamento,Rua Conselheiro Zenha,Tijuca,2500,4042,95,2,1,1.0,0
Apartamento,Rua Tupã,Bento Ribeiro,1750,1798,200,2,1,0.0,0
Apartamento,Rua Joaquim Nabuco,Ipanema,5000,6078,37,1,1,0.0,1
Apartamento,Avenida Vice Presidente José Alencar,Jacarepaguá,4200,5795,69,2,2,1.0,1
Apartamento,Rua Senador Euzébio,Flamengo,3475,4965,82,2,1,0.0,0
Apartamento,Avenida Ataulfo de Paiva,Leblon,6000,7603,79,2,1,0.0,1
Apartamento,Avenida Nossa Senhora de Copacabana,Copacabana,7700,9929,125,3,2,1.0,1
Apartamento,Rua Imperatriz Leopoldina,Centro,4300,4881,60,2,1,0.0,1
Apartamento,Estrada dos Três Rios,Freguesia de Jacarepaguá,1900,2748,40,1,1,1.0,0
Apartamento,Rua Tupã,Bento Ribeiro,1750,1798,200,2,1,1.0,0
Studio e kitnet,Avenida Gomes Freire,Centro,1648,2274,31,1,1,0.0,0
Studio e kitnet,Rua Anchieta,Leme,2496,3467,50,1,1,0.0,0
Apartamento,Avenida Vicente de Carvalho,Vicente de Carvalho,1100,1213,1,2,1,0.0,0
Apartamento,Rua Marquês de São Vicente,Gávea,3500,4380,77,2,1,0.0,0
Apartamento,Estrada dos Bandeirantes,Jacarepaguá,1668,2353,55,2,1,1.0,1
Apartamento,Rua Paulo Moreira da Silva,Taquara,848,1205,50,2,1,1.0,0
Apartamento,Rua Doutor Satamini,Tijuca,2100,2830,65,2,1,1.0,0
Apartamento,Rua Barata Ribeiro,Copacabana,2300,3745,70,3,3,0.0,0
Apartamento,Avenida dos Mananciais,Taquara,2500,3024,84,2,2,1.0,0
Apartamento,Rua Professor Gastão Bahiana,Copacabana,3800,5883,91,2,2,1.0,1
Apartamento,Rua Goianinha,Curicica,1600,2062,60,2,1,1.0,0
Apartamento,Rua Leonardo Vilasboas,Jacarepaguá,3000,3947,65,2,2,1.0,1
Apartamento,Avenida Dom Hélder Câmara,Del Castilho,1200,1577,60,2,1,0.0,0
Apartamento,Rua Ferreira de Andrade,Cachambi,1190,1586,55,2,1,0.0,0
Apartamento,Estrada Caribu,Freguesia (jacarepaguá),1560,1986,34,1,1,1.0,0
Apartamento,Rua Antônio Henrique de Noronha,São Cristóvão,2400,2966,78,3,2,0.0,0
Apartamento,Rua Nossa Senhora das Graças,Ramos,1000,1368,63,2,1,0.0,0
Apartamento,Rua Ajuratuba,Todos Os Santos,1650,1761,50,2,1,1.0,0
Apartamento,Rua Oito de Dezembro,Vila Isabel,1300,2259,60,2,1,0.0,0
Apartamento,Rua Piauí,Todos Os Santos,2017,2773,54,2,1,1.0,0
Apartamento,Rua Itua,Jardim Guanabara,1961,2731,96,2,1,1.0,1
Casa,Rua Bernardo Guimarães,Quintino Bocaiuva,1500,1624,50,3,3,0.0,1
Apartamento,Rua Paulo Píres,Tomás Coelho,600,873,51,2,1,1.0,0
Apartamento,Rua da Glória,Glória,1350,1852,22,1,1,0.0,0
Apartamento,Praia de Botafogo,Botafogo,5900,7825,130,3,3,1.0,0
Apartamento,Estrada do Engenho D’água,Anil,1800,2370,50,2,1,1.0,0
Apartamento,Avenida Nossa Senhora de Copacabana,Copacabana,2000,2899,45,1,1,0.0,0
Apartamento,Rua Bernardo Taveira,Vicente de Carvalho,4000,5194,120,2,3,1.0,0
Apartamento,Rua das Laranjeiras,Laranjeiras,2977,4014,82,2,1,1.0,0
Apartamento,Praça da Confederação Suíça,Del Castilho,1150,1564,40,2,1,0.0,0
Apartamento,Rua Alice Tibiriçá,Vila da Penha,1800,2310,70,2,2,1.0,0
Apartamento,Rua Carlos Góis,Leblon,8500,12590,135,3,3,0.0,1
Apartamento,Avenida Borges de Medeiros,Lagoa,5000,9036,60,2,1,1.0,1
Apartamento,Rua Francisco Serrador,Centro,2400,3336,37,1,1,0.0,0
Apartamento,Rua Marques,Humaitá,3000,3231,80,1,1,0.0,0
Apartamento,Rua Piauí,Cachambi,3500,4508,70,3,1,1.0,0
Apartamento,Rua Duquesa de Bragança,Grajaú,1550,1610,52,1,1,0.0,0
Apartamento,Rua Volta,Vila da Penha,1750,2011,60,2,1,0.0,0
Apartamento,Estrada da Água Grande,Vista Alegre,1650,2114,45,1,1,0.0,0
Apartamento,Avenida Brás de Pina,Penha Circular,2750,3503,93,2,1,1.0,0
Apartamento,Estrada do Rio Grande,Taquara,3000,3413,100,3,1,0.0,0
Apartamento,Rua Conde de Bonfim,Tijuca,2350,3222,109,4,2,0.0,0
Casa,Rua Francisca Zieze,Pilares,1100,1119,60,1,2,0.0,0
Casa em condomínio,Rua Jordão,Tanque,1500,1564,135,3,3,1.0,0
Apartamento,Rua Carlos Góis,Leblon,10000,14150,135,3,3,0.0,1
Casa em condomínio,Rua João Machado,Irajá,4500,4576,80,2,2,0.0,0
Apartamento,Rua General Venâncio Flores,Leblon,10200,14090,103,3,2,1.0,1
Casa,Rua João Pizarro,Ramos,1227,1414,76,2,1,0.0,0
Apartamento,Rua Domingos de Magalhães,Maria da Graça,1134,1448,58,2,2,0.0,0
Apartamento,Rua Ouro Fino,Irajá,1070,1391,60,3,1,0.0,0
Studio e kitnet,Rua Araújo Leitão,Engenho Novo,650,720,25,1,1,0.0,0
Studio e kitnet,Rua Maria de Moura,Jardim Carioca,1000,1121,27,1,1,0.0,1
Apartamento,Rua Santa Rosa,Bento Ribeiro,950,1387,48,2,1,1.0,1
Apartamento,Alameda Alberto Flôres,Pilares,850,963,49,2,1,0.0,0
Casa em condomínio,Rua Angelina,Encantado,950,991,38,2,1,0.0,0
Studio e kitnet,Rua Riachuelo,Centro,1200,1596,30,1,1,0.0,1
Apartamento,Estrada de Jacarepaguá,Itanhangá,1100,1502,56,2,1,1.0,0
Studio e kitnet,Avenida Engenheiro Richard,Grajau,1200,1597,27,1,1,0.0,0
Apartamento,Rua Álvaro Ramos,Botafogo,1300,1500,26,1,1,0.0,0
Studio e kitnet,Rua Emílio Berla,Copacabana,1560,1863,22,1,1,0.0,1
Apartamento,Rua Visconde de Santa Isabel,Vila Isabel,997,1485,50,2,1,0.0,0
Apartamento,Rua Álvaro de Macedo,Parada de Lucas,1100,1556,47,2,1,1.0,1
Apartamento,Rua Guarabu,Inhauma,901,936,56,2,1,0.0,0
Studio e kitnet,Rua Arapoca,Gardênia Azul,590,613,25,1,1,0.0,0
Apartamento,Avenida Dom Hélder Câmara,Maria da Graça,1069,1127,60,2,1,0.0,0
Studio e kitnet,Rua Bela,São Cristóvão,670,817,22,1,1,0.0,0
Casa em condomínio,Rua Peçanha da Silva,Engenho Novo,1200,1262,60,2,1,1.0,0
Casa,Rua Anhambai,Cordovil,720,751,60,1,1,0.0,0
Casa,"Rua Coronel Camisão,937",Cordovil,800,834,40,2,1,0.0,0
Apartamento,Rua Araticum,Anil,1050,1101,45,2,1,0.0,0
Studio e kitnet,Rua São Cláudio,Estácio,1300,1350,30,1,1,0.0,1
Studio e kitnet,Rua Soldado Orlando Henrique,Anil,820,852,30,1,1,0.0,0
Apartamento,Rua Dois de Fevereiro,Engenho de Dentro,1155,2149,74,3,2,1.0,1
Apartamento,Estrada de Jacarepaguá,Itanhangá,900,1319,41,2,1,0.0,0
Studio e kitnet,Rua João Vicente,Madureira,820,831,28,1,1,0.0,0
Casa,Rua Casemiro de Abreu,Pilares,1040,1084,64,2,1,0.0,0
Casa,Rua O Tempo E O Vento,Anil,900,939,30,1,1,0.0,0
Apartamento,Rua do Bispo,Rio Comprido,1832,2399,78,3,2,0.0,0
Casa em condomínio,Rua Jordão,Tanque,1768,2043,135,2,3,1.0,0
Apartamento,Estrada Santa Maura,Jacarepaguá,1954,2130,90,2,2,1.0,1
Casa,Rua David Saadi,Quintino Bocaiúva,1100,1147,60,2,1,0.0,0
Casa,Rua do Amparo,Cascadura,1365,1423,55,2,1,0.0,1
Casa em condomínio,Rua Namur,Vila Valqueire,1070,1168,40,2,1,1.0,0
Studio e kitnet,Rua Soldado Orlando Henrique,Anil,920,955,30,1,1,0.0,0
Casa,Rua Anhembi,Irajá,600,826,50,1,1,0.0,0
Apartamento,Estrada dos Bandeirantes,Camorim,1500,2131,70,2,1,1.0,1
Studio e kitnet,Rua Vinte de Abril,Centro,1014,1531,37,1,1,0.0,1
Apartamento,Avenida Atlântica,Leme,2352,3377,40,1,1,0.0,0
Casa,Rua Manuel Viêira,Tanque,650,677,35,1,1,0.0,0
Studio e kitnet,Rua Adalgisa,Piedade,667,690,20,1,1,0.0,0
Casa,Rua Augusto Malta,Jardim Sulacap,820,855,30,1,1,0.0,0
Casa,Rua General Argolo,São Cristóvão,1400,1486,46,2,1,0.0,0
Studio e kitnet,Praia Botafogo,Botafogo,1550,2178,25,1,1,0.0,0
Apartamento,Rua Valparaíso,Tijuca,2299,2848,70,2,2,0.0,0
Studio e kitnet,Rua Maria de Moura,Jardim Carioca,950,1071,22,1,1,0.0,0
Casa em condomínio,Rua Poconé,Encantado,713,814,50,1,1,0.0,0
Casa,Rua Atininga,Tanque,1080,1099,70,2,1,0.0,0
Casa,Rua Honório Bicalho,Vila da Penha,1500,1704,120,2,2,1.0,0
Casa,Rua Camarista Méier,Engenho de Dentro,1200,1266,50,2,1,1.0,0
Studio e kitnet,Rua Santiago,Penha,1400,1455,20,1,1,0.0,1
Casa,Rua Adalgisa,Piedade,1100,1147,43,1,1,1.0,0
Apartamento,Rua Soldado Álvaro de Sousa Pereira,Anil,1176,1472,49,2,2,0.0,0
Casa,Rua Nossa Senhora de Lourdes,Grajaú,1716,1780,100,2,2,0.0,0
Casa,Rua Álvaro de Miranda,Pilares,850,887,54,1,1,0.0,0
Apartamento,Avenida Canal Rio Caçambe,Jacarepaguá,1100,1623,42,1,1,1.0,0
Apartamento,Estrada dos Bandeirantes,Camorim,900,1410,40,1,1,1.0,0
Apartamento,Estrada Paulo de Medeiros,Piedade,820,1092,44,2,1,0.0,0
Casa,Rua Leopoldina Rego,Ramos,1010,1095,60,2,1,1.0,0
Apartamento,Rua Laura Telles,Tanque,1350,2210,58,2,2,1.0,1
Casa,Travessa Netor Victor,Tijuca,3000,3345,110,2,2,0.0,0
Apartamento,Estrada dos Bandeirantes,Jacarepaguá,1450,2290,50,2,1,1.0,0
Apartamento,Rua Borda do Mato,Grajaú,1300,1750,60,2,2,0.0,0
Apartamento,Rua São Francisco Xavier,Maracanã,800,1769,63,2,2,1.0,0
Studio e kitnet,Rua Riachuelo,Centro,1325,1793,23,1,1,0.0,0
Casa,Rua General Clarindo,Engenho de Dentro,1000,1042,37,1,1,0.0,0
Casa,Rua da Abolição,Abolição,950,990,45,1,1,0.0,0
Apartamento,Rua Bolívia,Engenho Novo,1300,1350,50,2,1,0.0,0
Casa,Américo Rocha,Marechal Hermes,1100,1147,65,2,1,0.0,0
Apartamento,Rua Comendador Pinto,Campinho,1350,2087,49,2,1,1.0,1
Apartamento,Rua Luís Guimarães,Vila Isabel,988,1893,58,2,2,1.0,0
Apartamento,Boulevard Vinte E Oito de Setembro,Vila Isabel,2300,2814,130,3,2,0.0,0
Apartamento,Avenida Rio Branco,Centro,1050,1965,33,1,1,0.0,1
Casa,Rua Mandaguari,Curicica,1280,1334,120,2,1,0.0,0
Apartamento,Estrada dos Bandeirantes,Jacarepaguá,1500,2198,45,2,1,1.0,0
Apartamento,Rua Guamerim,Grajaú,1900,2619,98,3,1,0.0,0
Apartamento,Rua Enaldo dos Santos Araújo,Engenheiro Leal,680,1026,35,2,1,1.0,0
Apartamento,Rua Gustavo Sampaio,Leme,3363,4601,90,2,2,1.0,0
Apartamento,Rua Francisco Bernardino,Riachuelo,1140,1499,72,2,1,1.0,0
Apartamento,Avenida Nossa Senhora de Copacabana,Copacabana,2500,3356,40,1,1,0.0,1
Apartamento,Rua Guarani,Quintino Bocaiúva,578,998,55,2,1,1.0,0
Casa,Rua Eça de Queirós,Olaria,770,951,45,1,1,0.0,0
Apartamento,Rua Fonseca Teles,São Cristóvão,1800,2367,95,2,2,0.0,0
Casa em condomínio,Rua Jordão,Tanque,1630,1960,120,3,4,1.0,0
Casa,Rua Professor Hélion Póvoa,Tijuca,2300,2557,90,3,1,1.0,0
Apartamento,Rua de Lazer,Pilares,750,1109,46,2,1,1.0,0
Apartamento,Rua Miguel Burnier,Higienópolis,700,928,39,1,1,0.0,0
Apartamento,Rua Vale das Rosas,Curicica,860,872,54,1,1,0.0,0
Apartamento,Estrada dos Bandeirantes,Jacarepaguá,1600,2406,47,2,1,1.0,0
Casa,Rua João Pereira,Madureira,1350,1407,80,3,1,0.0,0
Studio e kitnet,Rua da Lapa,Centro,1160,1795,30,1,1,0.0,0
Apartamento,Rua Aureliano Lessa,Ramos,1200,1247,40,1,2,0.0,0
Casa,Rua Dona Claudina,Méier,1773,1907,76,3,1,0.0,0
Apartamento,Rua Mariz E Barros,Maracanã,2500,3190,58,2,2,0.0,1
Apartamento,Estrada do Engenho da Pedra,Ramos,1255,1572,93,2,2,1.0,0
Casa,Rua Acapu,Marechal Hermes,1230,1353,60,3,1,1.0,0
Casa,Rua Guaianases,Penha,1350,1437,90,2,1,1.0,0
Apartamento,Rua Torres de Oliveira,Piedade,634,959,60,2,1,0.0,0
Apartamento,Rua Ubaldino do Amaral,Centro,2400,3423,73,2,2,1.0,0
Casa,Rua Marechal Jofre,Grajaú,1500,1630,50,1,1,0.0,1
Apartamento,Avenida Salvador Allende,Jacarepaguá,720,2308,37,1,1,1.0,0
Casa,Rua Angelina,Encantado,688,717,38,1,1,0.0,0
Apartamento,Rua Major Ávila,Maracanã,2100,2840,60,2,2,0.0,0
Casa,Rua João Silva,Olaria,1234,1287,80,2,1,0.0,0
Casa,Avenida Marechal Rondon,São Francisco Xavier,1500,1584,60,2,1,0.0,0
Apartamento,Avenida Salvador Allende,Jacarepaguá,2300,3119,55,2,2,1.0,1
Apartamento,Rua José Sombra,Irajá,850,1020,38,1,1,1.0,0
Apartamento,Rua Henrique Scheid,Engenho de Dentro,1300,1630,70,3,2,1.0,0
Casa,Rua Sirici,Marechal Hermes,850,887,60,1,1,0.0,0
Apartamento,Estrada Capenha,Pechincha,986,1316,50,2,1,0.0,0
Apartamento,Rua São João Batista,Botafogo,4455,6194,97,4,3,0.0,0
Apartamento,Rua General Góis Monteiro,Botafogo,2750,3386,42,1,1,0.0,1
Casa em condomínio,Avenida dos Mananciais,Taquara,2000,2185,120,2,3,1.0,0
Apartamento,Rua Paulo Moreira da Silva,Taquara,707,1035,37,1,1,1.0,0
Studio e kitnet,Rua Amazonas,Taquara,1148,1192,40,1,1,0.0,0
Apartamento,Rua Castro Menezes,Brás de Pina,740,811,96,2,1,0.0,0
Apartamento,Rua Pereira Pinto,Tomás Coelho,900,1012,33,1,1,0.0,0
Apartamento,Rua Ministro Gabriel de Piza,Pechincha,650,1012,45,2,1,0.0,0
Apartamento,Rua Clarimundo de Melo,Encantado,1000,1038,70,2,1,0.0,0
Apartamento,Rua Frei Caneca,Centro,1210,1679,44,1,1,0.0,0
Apartamento,Estrada dos Bandeirantes,Jacarepaguá,2000,2632,60,2,1,1.0,0
Apartamento,Rua Paulo Moreira da Silva,Taquara,917,1275,44,2,1,1.0,0
Casa em condomínio,Rua Baturité,Bonsucesso,1100,1147,50,1,1,0.0,0
Apartamento,Rua Manuel Viêira,Tanque,710,738,35,1,1,0.0,0
Apartamento,Rua Viana Drumond,Vila Isabel,1500,2263,65,2,2,0.0,0
Studio e kitnet,Rua Ubaldino do Amaral,Centro,1060,1609,23,1,1,0.0,0
