Property Type,Address,Region,Rent,Total Rent,Area,Rooms,Bathrooms,Garage,Furnished
Studio e kitnet,Rua Imperatriz Leopoldina,Centro,1450,1956,40,1,1,0.0,0
Studio e kitnet,Estrada de Jacarepaguá,Freguesia de Jacarepaguá,1350,1502,70,1,1,0.0,0
Apartamento,Rua Sacopã,Lagoa,11000,15520,210,3,3,0.0,0
Apartamento,Praia do Flamengo,Flamengo,7000,10990,216,3,3,1.0,0
Apartamento,Avenida Mem de Sá,Centro,2750,3676,60,2,3,0.0,0
Apartamento,Avenida Lúcio Costa,Barra da Tijuca,10990,18420,97,2,2,1.0,1
Studio e kitnet,Rua Sacadura Cabral,Saúde,1500,2064,30,1,1,0.0,0
Apartamento,Rua Alcides Lima,Jacarepaguá,6000,6973,90,3,2,0.0,1
Apartamento,Rua Piauí,Cachambi,7500,8488,57,2,2,0.0,0
Studio e kitnet,Rua Sacadura Cabral,Saúde,2000,2557,40,1,1,0.0,0
Apartamento,Rua Mapendi,Taquara,7900,8591,69,2,2,1.0,0
Apartamento,Rua Dias da Cruz,Méier,1500,2258,32,1,1,0.0,0
Apartamento,Avenida Nossa Senhora de Copacabana,Copacabana,3700,7443,50,1,1,0.0,0
Casa em condomínio,Rua Guineza,Engenho de Dentro,650,692,12,1,1,0.0,0
Studio e kitnet,Rua Guineza,Engenho de Dentro,650,690,15,1,1,0.0,0
Studio e kitnet,Rua Barata Ribeiro,Copacabana,1700,2216,24,1,1,0.0,0
Apartamento,Avenida São Josemaria Escrivá,Itanhangá,1000,1758,60,2,1,1.0,1
Studio e kitnet,Rua São Cláudio,Estácio,1200,1247,25,1,1,0.0,1
Apartamento,Rua da Abolição,Abolição,850,1012,54,2,1,0.0,0
Studio e kitnet,Rua Vidal Ramos,Marechal Hermes,550,584,28,1,1,0.0,0
Apartamento,Avenida São Josemaria Escrivá,Itanhangá,1100,2033,58,2,2,1.0,0
Apartamento,Estrada do Cafundá,Taquara,1198,1695,60,2,1,0.0,1
Apartamento,Rua Doutor Gonçalves Lima,Marechal Hermes,800,831,35,2,1,0.0,0
Studio e kitnet,Rua Bela,São Cristóvão,720,869,26,1,1,0.0,0
Casa,Rua Doutor Luís Masson,Piedade,1365,1417,150,2,3,0.0,0
Apartamento,Rua Araújo Leitão,Engenho Novo,987,1245,65,2,1,0.0,0
Casa,Rua Ana Quintão,Piedade,640,734,33,2,1,0.0,0
Apartamento,Rua Cotingo,Tijuca,1600,2500,100,3,1,0.0,0
Apartamento,Rua Igarapé-açu,Jacarepaguá,1320,1813,51,2,1,0.0,1
Studio e kitnet,Rua Dom Casmurro,Anil,940,1044,35,1,1,0.0,0
Casa,Rua César Zama,Lins de Vasconcelos,1300,1455,80,2,2,1.0,0
Casa,Rua Franco de Sá,Piedade,650,677,30,1,1,0.0,0
Casa em condomínio,Rua Matias Aires,Engenho Novo,1240,1363,80,2,2,1.0,0
Apartamento,Rua César Zama,Lins de Vasconcelos,1000,1488,50,2,2,0.0,0
Casa em condomínio,Rua do Orfanato,Jacarepaguá,800,982,60,1,1,0.0,0
Casa em condomínio,Rua Xisto Bahia,Piedade,935,975,70,2,1,0.0,0
Casa,Rua Marina,Bento Ribeiro,720,733,60,1,1,0.0,0
Studio e kitnet,Rua Ministro Artur Costa,Jardim America,600,623,40,1,1,0.0,0
Studio e kitnet,Rua Ministro Viveiros de Castro,Copacabana,2500,2983,35,1,1,0.0,1
Apartamento,Rua Eulina Ribeiro,Engenho de Dentro,834,916,53,1,1,0.0,0
Studio e kitnet,Rua Maria de Moura,Jardim Carioca,1200,1341,35,1,1,0.0,1
Casa,Rua Tiboim,Brás de Pina,1000,1042,60,2,1,0.0,0
Apartamento,Estrada Campo da Areia,Pechincha,980,1018,40,2,1,1.0,0
Apartamento,Estrada Paulo de Medeiros,Água Santa,765,1014,48,2,1,1.0,0
Apartamento,Rua Voluntários da Pátria,Botafogo,2500,3682,60,1,2,0.0,0
Apartamento,Rua Augusto Nunes,Todos Os Santos,800,831,50,1,1,0.0,0
Casa,Rua Irapua,Penha Circular,1150,1224,100,2,1,0.0,0
Casa em condomínio,Rua Pacoti,Jacarepaguá,1700,2077,131,2,2,1.0,0
Apartamento,Rua Henrique Morize,Grajaú,1253,1662,78,2,1,0.0,0
Apartamento,Rua Frei Caneca,Centro,1200,1907,30,1,1,0.0,1
Apartamento,Rua Álvaro Ramos,Botafogo,2600,3134,142,3,1,0.0,0
Studio e kitnet,Rua Figueiredo Pímentel,Abolição,765,794,40,1,1,0.0,0
Studio e kitnet,Rua Rio Apa,Cordovil,650,825,25,1,1,0.0,0
Apartamento,Estrada dos Bandeirantes,Curicica,2400,2493,48,2,1,1.0,1
Casa,Rua Guatemala,Penha Circular,1198,1260,60,2,1,0.0,0
Casa,Rua Augusto Nunes,Todos Os Santos,800,834,40,1,1,0.0,0
Apartamento,Travessa Almirante Protogenes Guimarães,Catete,2500,3128,72,2,1,0.0,0
Studio e kitnet,Praia de Botafogo,Botafogo,1410,2055,17,1,1,0.0,0
Apartamento,Rua João Pizarro,Ramos,1156,1200,73,2,1,0.0,0
Casa em condomínio,Rua Angelina,Encantado,630,657,38,1,1,0.0,0
Apartamento,Rua Dona Romana,Engenho Novo,800,1506,60,3,1,1.0,0
Studio e kitnet,Rua Araújo Leitão,Engenho Novo,1500,2523,60,2,1,1.0,1
Studio e kitnet,Rua Jorge Rudge,Vila Isabel,1200,1512,60,1,1,0.0,0
Apartamento,Avenida Pastor Martin Luther King Junior,Vicente de Carvalho,780,961,28,1,1,0.0,0
Apartamento,Rua Nelsom Faria Castro,Engenho Novo,1070,1476,45,3,1,0.0,0
Apartamento,Rua Conde de Bonfim,Tijuca,2528,3367,108,3,3,1.0,0
Casa em condomínio,Rua Professor Henrique Costa,Pechincha,2204,2298,140,2,2,1.0,0
Apartamento,Rua Fernandes Gusmão,Irajá,1180,1456,52,3,1,0.0,0
Apartamento,Rua Cabuçu,Lins de Vasconcelos,1150,1744,70,3,1,1.0,0
Apartamento,Avenida São Josemaria Escrivá,Itanhangá,1200,2107,50,2,1,1.0,0
Apartamento,Rua Conde de Bonfim,Tijuca,2200,3525,90,2,2,0.0,0
Casa,Estrada do Cafundá,Tanque,1200,1461,60,2,1,0.0,0
Casa,Estr. da Ligação,Taquara,800,834,40,1,1,0.0,0
Apartamento,Rua do Tijolo,Piedade,640,1065,45,2,1,1.0,0
Casa em condomínio,Rua Tiboim,Brás de Pina,950,1020,65,1,1,0.0,0
Apartamento,Rua Costa Filho,Marechal Hermes,1100,1263,45,2,1,1.0,0
Apartamento,Rua São Francisco Xavier,Maracanã,1260,1889,80,2,2,1.0,0
Apartamento,Rua São Miguel,Tijuca,2200,2635,82,3,2,1.0,0
Apartamento,Rua Barão de Mesquita,Andaraí,1328,2029,65,2,1,0.0,0
Apartamento,Rua do Níquel,Curicica,900,912,40,1,1,0.0,0
Apartamento,Rua Columbia,Quintino Bocaiúva,510,1000,50,1,1,0.0,0
Apartamento,Avenida Ernani Cardoso,Cascadura,620,798,40,1,1,0.0,0
Apartamento,Rua Aristides Caire,Méier,2070,2200,86,3,2,0.0,0
Apartamento,Rua Baronesa do Engenho Novo,Engenho Novo,1100,1673,46,1,1,1.0,0
Apartamento,Rua Barão de Mesquita,Tijuca,1200,1947,45,1,1,0.0,0
Apartamento,Avenida Paulo de Frontin,Rio Comprido,1500,2283,64,2,1,0.0,0
Apartamento,Rua Visconde de Santa Isabel,Vila Isabel,1200,1927,70,2,2,0.0,0
Apartamento,Estrada Santa Maura,Jacarepaguá,1650,2714,65,3,2,1.0,0
Casa,"R. Amália, 252 - Cavalcante, Rio de Janeiro - Rj, 21380-400, Brasil",Calvacante,1317,1374,47,2,1,0.0,0
Casa,Rua Elías da Silva,Piedade,756,818,50,1,1,0.0,0
Apartamento,Rua Francisco Sá,Copacabana,2700,3662,50,1,2,0.0,0
Apartamento,Rua Paulo Pires,Tomás Coelho,820,1140,45,2,1,0.0,0
Casa,Rua Casemiro de Abreu,Pilares,1062,1107,50,1,1,0.0,0
Apartamento,Rua Mario Carpenter,Pilares,1100,1393,55,2,1,1.0,0
Apartamento,Rua Vinte E Quatro de Maio,Rocha,700,1395,99,3,1,0.0,0
Apartamento,Rua Joaquim Martins,Encantado,1120,1649,46,2,1,1.0,0
Casa,Rua Augusto Nunes,Todos Os Santos,1875,2033,138,3,2,0.0,0
Studio e kitnet,Avenida Ernani Cardoso,Cascadura,750,779,20,1,1,0.0,0
Apartamento,Rua Mateus Silva,Inhaúma,900,1225,60,2,1,1.0,0
Apartamento,Avenida Engenheiro Souza Filho,Anil,1360,1613,45,1,1,1.0,0
Apartamento,Rua Araújo Leitão,Engenho Novo,800,1781,60,2,2,0.0,0
Casa,Rua Indaiacu,Andaraí,1970,2054,75,2,1,0.0,0
Casa,Rua Vinte E Quatro de Maio,Engenho Novo,2496,2767,135,3,3,0.0,0
Apartamento,Estrada do Rio Grande,Taquara,1100,1343,43,2,1,0.0,0
Apartamento,Rua Tambaú,Ramos,790,1051,50,1,1,0.0,0
Apartamento,Rua Ministro Viveiros de Castro,Copacabana,3849,4642,64,2,2,0.0,1
Casa,Rua Professor Silvio Leite,Taquara,1100,1147,50,1,1,0.0,0
Apartamento,Rua Álvaro Antônio Sauka,Olaria,1000,1158,52,2,1,0.0,0
Apartamento,Estrada Santa Maura,Jacarepaguá,1200,1702,50,2,1,1.0,0
Casa,Rua Borneo,Madureira,1160,1210,70,2,1,0.0,0
Apartamento,Rua do Terço,Vaz Lobo,1150,1194,65,2,1,0.0,0
Apartamento,Rua Domingos Lopes,Madureira,850,1583,40,1,1,1.0,1
Apartamento,Rua Barata Ribeiro,Copacabana,2250,2915,35,1,1,0.0,1
Casa em condomínio,Rua Virgínia Vidal,Tanque,2282,2441,270,3,2,0.0,0
Apartamento,Avenida Meriti,Vila da Penha,1130,1174,85,2,1,1.0,0
Casa em condomínio,Rua Gomes Serpa,Piedade,1600,1810,80,2,2,1.0,1
Apartamento,Estrada Santa Maura,Jacarepaguá,1250,1714,47,2,1,1.0,0
Apartamento,Avenida Nossa Senhora da Penha,Penha,800,1131,60,1,1,1.0,0
Apartamento,Avenida Marechal Rondon,São Francisco Xavier,1200,1467,49,1,1,0.0,0
Apartamento,Avenida Ernani Cardoso,Cascadura,1040,1360,40,2,1,1.0,0
Apartamento,Rua da Regeneração,Bonsucesso,1900,2311,57,2,2,1.0,0
Casa,Rua Assis Carneiro,Piedade,790,859,45,1,1,0.0,0
Apartamento,Rua Visconde de Santa Isabel,Vila Isabel,1179,1905,60,2,1,0.0,0
Apartamento,Rua Dona Romana,Engenho Novo,1070,1564,50,2,1,1.0,0
Apartamento,Rua Aristides Caire,Méier,850,1383,54,2,1,0.0,0
Apartamento,Rua Vinte de Abril,Centro,2240,2817,50,2,1,0.0,1
Apartamento,Av. Brasil,Irajá,825,1157,45,2,1,1.0,0
Casa,Rua Pereira de Figueiredo,Oswaldo Cruz,1300,1372,80,2,1,1.0,0
Apartamento,Rua Carlos Palut,Taquara,800,1201,40,2,1,1.0,0
Casa,Rua Garcia,Quintino Bocaiúva,860,939,25,1,1,0.0,0
Casa,Rua Bacairis,Taquara,980,1022,60,1,1,0.0,0
Apartamento,Estrada dos Bandeirantes,Jacarepaguá,2750,3507,60,2,2,1.0,1
Casa,Rua Jordão,Tanque,1832,2110,135,2,2,1.0,0
Casa em condomínio,Estrada Curipos,Anil,4270,4552,240,3,4,0.0,0
Apartamento,Rua Magalhães Couto,Méier,1300,1958,60,3,2,0.0,0
Apartamento,Rua Visconde de Santa Isabel,Vila Isabel,1770,2295,65,2,1,0.0,0
Casa,Rua Camarista Méier,Engenho de Dentro,1300,1355,70,2,1,0.0,0
Apartamento,Rua Jacui,Braz de Pina,660,966,70,2,2,0.0,0
Apartamento,Rua Marquês de Abrantes,Flamengo,4600,6253,120,3,2,1.0,0
Apartamento,Rua Araújo Leitão,Engenho Novo,2080,2303,117,2,2,0.0,0
Apartamento,Rua da República,Quintino Bocaiúva,765,994,67,2,1,0.0,0
Apartamento,Rua Retiro dos Artistas,Pechincha,1300,2009,54,2,2,1.0,0
Apartamento,Rua Clarimundo de Melo,Quintino Bocaiuva,1500,1600,100,3,2,1.0,0
Apartamento,Avenida Marechal Rondon,Engenho Novo,980,1705,60,2,1,1.0,0
Apartamento,Rua Grajaú,Grajaú,1900,2374,74,2,1,0.0,0
Apartamento,Rua das Laranjeiras,Laranjeiras,2950,3999,65,2,1,1.0,0
Casa em condomínio,Rua Ourém,Curicica,2200,2349,91,2,3,1.0,0
Apartamento,Rua Ouro Preto,Quintino Bocaiuva,1230,1277,60,2,1,0.0,0
Apartamento,Rua dos Artistas,Vila Isabel,2300,2699,98,2,2,0.0,0
Apartamento,Rua Real Grandeza,Botafogo,5100,6719,75,3,2,1.0,0
Apartamento,Rua Alexandre Dias,Cordovil,1200,1397,97,2,1,1.0,0
Apartamento,Avenida Dom Hélder Câmara,Quintino Bocaiúva,993,1516,60,2,1,1.0,0
Apartamento,Rua Jorge Nascimento Silva,Pilares,1050,1341,45,2,1,0.0,0
Apartamento,Rua Indaiaçu Leite,Inhaúma,850,1207,50,2,1,1.0,0
Apartamento,Rua Goianinha,Curicica,1480,1888,42,2,1,1.0,0
Apartamento,Rua Goiás,Piedade,595,953,30,1,1,0.0,0
Apartamento,Rua Professor Henrique Costa,Pechincha,1500,2111,60,2,2,1.0,1
Casa,Rua Araripe Júnior,Andaraí,2050,2280,80,2,1,0.0,0
Casa,Rua Mandaguari,Curicica,1200,1252,60,1,1,0.0,0
Apartamento,Avenida Nossa Senhora de Copacabana,Copacabana,2448,3309,45,1,1,0.0,1
Apartamento,Rua Barão Bom Retiro,Grajaú,2400,3416,85,3,2,1.0,0
Apartamento,Rua Serrão,Zumbi,2341,3034,105,3,2,0.0,0
Casa,Rua Carandá,Piedade,1275,1497,60,2,1,1.0,0
Apartamento,Rua Paranapanema,Ramos,935,1372,90,3,2,0.0,0
Studio e kitnet,Rua Teodoro da Silva,Vila Isabel,1400,1419,25,1,1,0.0,0
Apartamento,Rua São Francisco Xavier,Maracanã,2329,3430,106,2,2,1.0,0
Apartamento,Rua Cordovil,Parada de Lucas,700,988,45,1,1,0.0,0
Apartamento,Rua Sá Viana,Grajaú,2000,2992,60,2,2,1.0,0
Apartamento,Rua Aroazes,Jacarepaguá,3500,4776,88,3,3,1.0,0
Apartamento,Rua Imbiaca,Vila Kosmos,1500,1563,105,2,2,1.0,0
Apartamento,Rua Conde de Agrolongo,Penha,1178,1604,80,3,1,0.0,0
Casa,Rua Cataguáses,Oswaldo Cruz,1750,1825,126,2,4,1.0,0
Apartamento,Rua General Argolo,São Cristóvão,1820,1897,56,2,1,0.0,0
Apartamento,Rua Araújo Leitão,Engenho Novo,750,1803,60,2,1,1.0,0
Apartamento,Rua Bambore,Del Castilho,1100,1501,64,2,2,0.0,0
Apartamento,Rua Sales Guimarães,Engenho de Dentro,1330,1382,60,2,1,1.0,0
Apartamento,Rua Severiano Monteiro,Braz de Pina,1120,1364,60,2,2,1.0,0
Casa,Rua André Rocha,Curicica,1800,1877,100,3,2,0.0,0
Apartamento,Avenida Geremário Dantas,Pechincha,1250,1789,50,1,1,1.0,1
Apartamento,Estrada Mapuá,Jacarepaguá,1300,1824,50,2,1,1.0,0
Studio e kitnet,Rua Marquês de Pombal,Centro,1000,1473,30,1,1,0.0,0
Apartamento,Rua Entremontes,Praia da Bandeira,940,1381,50,2,1,1.0,0
Casa,Rua do Pirilampo,Curicica,2300,2465,120,3,2,0.0,0
Apartamento,Rua Frei Inocêncio,Ilha do Governador,1105,1532,55,2,1,1.0,0
Apartamento,Estrada Curipos,Jacarepaguá,1380,1433,35,1,1,0.0,0
Apartamento,Rua Torres Homem,Vila Isabel,1320,2083,72,2,1,0.0,0
Apartamento,Travessa Barros Leite,Quintino Bocaiúva,700,1204,45,2,1,0.0,0
Apartamento,Estrada Intendente Magalhães,Vila Valqueire,1050,1291,54,1,1,1.0,0
Apartamento,Estrada Marechal Miguel Salazar Mendes de Moraes,Taquara,1140,1485,50,2,1,1.0,0
Apartamento,Rua Figueiredo Pímentel,Piedade,1000,1618,50,2,1,1.0,0
Apartamento,Rua João Cândido,Taquara,950,1297,50,2,1,0.0,0
Apartamento,Rua Aroazes,Jacarepaguá,3000,3862,74,2,1,1.0,1
Apartamento,Rua General Argolo,São Cristóvão,1880,1958,56,2,1,0.0,0
Apartamento,Rua Ministro Ribeiro da Costa,Cordovil,740,1134,55,2,1,1.0,0
Apartamento,Praça Avaí,Cachambi,1040,1546,50,2,1,0.0,0
Apartamento,Rua Amoroso Lima,Cidade Nova,2689,3470,69,3,2,1.0,1
Apartamento,Rua São Calisto,Tanque,1105,1658,75,2,1,1.0,0
Apartamento,Rua Carlos Palut,Taquara,1000,1480,50,2,1,1.0,0
Apartamento,Avenida Ernani Cardoso,Cascadura,720,900,40,1,1,0.0,0
Casa em condomínio,Rua Marechal Terra Ururahy,Anil,3250,3519,170,2,2,0.0,0
Apartamento,Rua Maria Lopes,Madureira,1050,1447,45,2,1,0.0,0
Apartamento,Rua Conselheiro Galvão,Madureira,750,1129,45,2,1,1.0,0
Apartamento,Rua Oscár,Quintino Bocaiúva,1100,1593,75,3,2,1.0,0
Studio e kitnet,Rua República do Líbano,Centro,1180,1676,19,1,1,0.0,0
Apartamento,Rua Carlos Palut,Taquara,900,1244,48,1,1,1.0,0
Apartamento,Travessa Santos,Madureira,800,1062,77,1,1,0.0,0
Apartamento,Rua Firmino Gameleira,Olaria,1260,1676,88,3,1,1.0,0
Apartamento,Rua Guarani,Quintino Bocaiuva,1000,1438,50,2,1,1.0,0
Apartamento,Rua Pintor Marquês Júnior,Jardim America,1250,1299,90,2,1,1.0,0
Apartamento,Estrada do Capenha,Pechincha,1260,2029,58,2,1,1.0,0
Apartamento,Vila Sérvio Túlio,Inhaúma,1150,1194,60,1,1,0.0,0
Apartamento,Rua Ituverava,Freguesia (jacarepaguá),2000,3485,139,3,2,1.0,0
Apartamento,Rua Godofredo Viana,Taquara,1100,1925,60,2,2,1.0,0
Apartamento,Rua Edgard Werneck,Pechincha,1150,1663,54,2,1,1.0,0
Apartamento,Rua Comendador Pinto,Campinho,765,1609,47,2,1,1.0,0
Apartamento,Estrada do Cafundá,Tanque,1380,1748,60,2,1,1.0,0
Apartamento,Avenida Vicente de Carvalho,Penha Circular,1180,1951,75,3,1,1.0,0
Apartamento,Rua Barra do Turvo,Cordovil,1241,1296,60,2,1,1.0,0
Apartamento,Rua Cristóvão Colombo,Cachambi,1100,1881,63,2,2,1.0,0
Apartamento,Avenida Pastor Martin Luther King Junior,Vicente de Carvalho,950,1137,30,1,1,0.0,0
Apartamento,Avenida General Guedes da Fontoura,Barra da Tijuca,4750,6014,82,2,2,1.0,0
Casa,Rua Lucinda Barbosa,Quintino Bocaiúva,1700,1950,120,2,2,1.0,0
Apartamento,Rua Quiririm,Vila Valqueire,1410,1578,60,2,1,0.0,0
Apartamento,Rua Pereira da Silva,Laranjeiras,3038,5121,115,3,2,1.0,0
Apartamento,Avenida Nova York,Bonsucesso,1100,1530,70,2,1,0.0,0
Apartamento,Rua Jurupari,Tijuca,2300,3136,82,3,1,1.0,0
Apartamento,Rua Aquidabã,Méier,1130,2036,70,3,2,0.0,0
Apartamento,Rua Maria de Moura,Jardim Carioca,1450,1703,60,2,1,0.0,1
Apartamento,Rua Ipinambes,Taquara,1790,2438,80,3,3,1.0,1
Apartamento,Rua Hermínia,Cachambi,1100,2037,60,2,1,1.0,0
Apartamento,Rua Aracati,Ramos,990,1491,70,2,2,1.0,0
Apartamento,Rua Silveira Lobo,Cachambi,1100,1913,70,2,1,1.0,0
Apartamento,Rua Mario Carpenter,Abolição,1070,1391,55,2,1,0.0,0
Apartamento,Rua Pinto Teles,Praça Seca,800,1560,55,2,1,1.0,0
Casa,Rua Araguari,Ramos,1700,1729,100,3,2,0.0,0
Apartamento,Rua Conselheiro Galvão,Madureira,1020,1440,45,2,1,1.0,0
Apartamento,Rua Barão do Bom Retiro,Grajau,1700,2762,62,2,2,1.0,0
Apartamento,Rua Sidônio Paes,Cascadura,1000,1198,61,2,1,0.0,0
Studio e kitnet,Avenida Dom Hélder Câmara,Pilares,800,1248,35,1,1,0.0,0
Apartamento,Rua Curupaiti,Engenho de Dentro,1040,1380,50,2,1,0.0,0
Apartamento,Rua Silva Guimarães,Tijuca,3350,4589,172,3,3,1.0,0
Apartamento,Rua João Romariz,Ramos,1500,1958,43,2,1,0.0,0
Apartamento,Rua Padre Ildefonso Penalba,Méier,1100,1683,60,2,2,0.0,0
Apartamento,Rua Uruguai,Andaraí,1650,2644,70,2,2,0.0,0
Casa,Rua da República,Quintino Bocaiuva,1540,1600,85,2,2,0.0,0
Casa,Rua Padre José Beltrão,Inhaúma,2280,2378,88,3,3,0.0,0
Apartamento,Estrada do Pau-ferro,Pechincha,1560,2401,54,2,1,1.0,0
Apartamento,Avenida Pastor Martin Luther King Junior,Vicente de Carvalho,990,1178,30,1,1,0.0,0
Casa em condomínio,Rua Rio Sangrador,Anil,5200,5422,130,3,3,0.0,0
Apartamento,Rua Carlos Xavier,Oswaldo Cruz,900,1390,45,2,1,1.0,0
Casa,Rua Santa Luíza,Maracanã,3800,4011,160,4,2,0.0,0
Apartamento,Avenida Prefeito Dulcídio Cardoso,Barra da Tijuca,3770,4897,65,2,1,1.0,1
Apartamento,Rua Retiro dos Artistas,Pechincha,1293,1985,60,2,1,0.0,0
Apartamento,Rua Padre Ildefonso Penalba,Méier,1100,1715,65,2,1,1.0,0
Apartamento,Rua Tapajós,Madureira,1275,1604,80,2,2,1.0,0
Apartamento,Rua Capitão Couto Menezes,Madureira,850,1303,50,2,1,0.0,0
Apartamento,Estrada do Tindiba,Pechincha,2000,2932,80,3,2,1.0,0
Apartamento,Rua Senhor dos Passos,Centro,1006,2133,75,2,1,0.0,0
Apartamento,Rua Leopoldo,Andaraí,2200,2856,45,2,1,1.0,0
Apartamento,Rua Henrique Lacombe,Jardim Guanabara,3000,4029,130,3,3,1.0,0
Apartamento,"Estrada Intendente Magalhães, Campinho",Madureira,1100,1601,55,2,1,1.0,0
Apartamento,Rua Pinto Teles,Praça Seca,1000,1800,50,2,1,1.0,0
Apartamento,Avenida Bartolomeu Mitre,Leblon,3500,4641,38,1,1,1.0,0
Apartamento,Rua Visconde de Pirajá,Ipanema,3800,5556,57,3,2,0.0,0
Apartamento,Rua Pacheco Teles,Ramos,1350,1502,70,2,1,1.0,0
Apartamento,Rua Igaratá,Marechal Hermes,900,985,50,1,1,0.0,0
Apartamento,Est do Tindiba,Pechincha,1900,2984,59,2,2,1.0,0
Casa,Rua José Higino,Tijuca,3500,3853,200,3,3,1.0,0
Studio e kitnet,Rua Lima Barreto,Quintino Bocaiuva,690,936,38,1,1,0.0,0
Apartamento,Rua Visconde de Itamarati,Maracanã,2300,3493,84,2,2,1.0,0
Apartamento,Rua Jabitacá,Vila Valqueire,1300,1520,70,2,1,1.0,0
Apartamento,Rua Imuta,Pechincha,2000,3277,110,3,3,1.0,1
Apartamento,Avenida Nossa Senhora de Copacabana,Copacabana,2460,3310,45,1,1,0.0,1
Apartamento,Rua Miguel Lemos,Copacabana,3500,6565,120,3,2,1.0,0
Apartamento,Rua Caiapó,Engenho Novo,1365,1572,75,2,2,0.0,0
Apartamento,Rua Clapp Filho,Cachambi,1100,1388,80,2,1,0.0,0
Apartamento,Estrada Pau-ferro,Pechincha,1232,2062,62,3,1,1.0,0
Apartamento,Avenida Ministro Edgard Romero,Madureira,1000,1536,33,2,1,0.0,0
Apartamento,Rua Barão do Bom Retiro,Grajau,1700,2762,70,2,2,1.0,0
Apartamento,Rua Silvana,Piedade,1150,1394,60,2,1,0.0,0
Studio e kitnet,Rua Frei Caneca,Centro,1000,1688,25,1,1,0.0,0
Apartamento,Rua Visconde de Tocantins,Méier,1300,1795,55,2,1,1.0,0
Apartamento,Rua Amâncio Bezerra,Irajá,1100,1273,48,1,1,0.0,0
Apartamento,Rua Geminiano Gois,Freguesia (jacarepaguá),2200,4215,120,3,2,0.0,0
Apartamento,Rua Magalhães Couto,Méier,1522,2678,77,2,1,1.0,0
Apartamento,Rua Silveira Martins,Flamengo,4200,5738,120,2,3,1.0,0
Studio e kitnet,Rua Carlos Sampaio,Centro,1500,1925,30,1,1,0.0,0
Casa,Rua Domingos dos Santos,Bento Ribeiro,1700,1836,110,2,2,0.0,0
Apartamento,Rua Almirante Luís Maria Piquet,Cordovil,1300,1645,47,2,1,1.0,0
Apartamento,Rua Baltazar Lisboa,Vila Isabel,2820,3401,77,2,2,0.0,0
Apartamento,Rua Firmino do Amaral,Freguesia (jacarepaguá),1360,2173,75,2,1,1.0,0
Casa em condomínio,Rua Maranhão,Méier,3800,4327,249,3,2,0.0,0
Casa em condomínio,Rua Teles Barreto,Bento Ribeiro,1872,1977,70,2,1,1.0,0
Apartamento,Avenida Oswaldo Cruz,Flamengo,5000,6253,67,1,1,1.0,0
Casa,Rua Navarro da Costa,Marechal Hermes,1550,1616,100,3,3,0.0,0
Apartamento,Estrada do Tindiba,Taquara,1392,2116,60,2,1,1.0,0
Casa,Estrada do Quitungo,Brás de Pina,1360,1418,61,2,1,1.0,0
Apartamento,Rua Visconde Cabo Frio,Tijuca,4500,6153,107,2,2,0.0,0
Apartamento,Rua Oswaldo Lussac,Taquara,1232,1709,65,2,1,1.0,0
Apartamento,Rua Luís de Brito,Maria da Graça,3100,3680,120,2,3,1.0,0
Apartamento,Rua Francisco Venâncio Filho,Penha Circular,1000,1171,80,2,1,0.0,0
Apartamento,Rua Tirol,Freguesia (jacarepaguá),2756,3788,120,4,3,1.0,0
Apartamento,Rua Elisa de Albuquerque,Todos Os Santos,1050,1491,42,2,1,0.0,0
Apartamento,Rua Menezes Viêira,Cachambi,1200,2051,60,2,1,1.0,0
Apartamento,Rua Pôrto Valter,Quintino Bocaiuva,1000,1363,70,2,2,1.0,0
Casa,Rua Renato Meira Lima,Tanque,2500,2542,120,3,2,1.0,0
Apartamento,Rua Filomena Nunes,Olaria,1200,1627,66,2,1,0.0,0
Apartamento,Estrada do Galeão,Jardim Guanabara,1904,2792,107,2,2,1.0,0
Apartamento,Avenida Ernani Cardoso,Cascadura,920,1315,55,2,1,0.0,0
Apartamento,Rua Baronesa do Engenho Novo,Engenho Novo,1500,2058,50,2,1,0.0,0
Apartamento,Rua Conde de Irajá,Botafogo,3200,4576,63,2,1,0.0,0
Casa em condomínio,Rua Anverino Floresta de Miranda,Freguesia de Jacarepaguá,4900,6607,160,4,4,0.0,0
Apartamento,Rua Arquias Cordeiro,Engenho de Dentro,1070,1444,36,1,1,1.0,0
Apartamento,Estrada Marechal Miguel Salazar Mendes de Moraes,Taquara,1530,1944,56,2,1,1.0,0
Apartamento,Estrada Rodrigues Caldas,Taquara,1300,1350,50,2,1,0.0,0
Apartamento,Rua Camarista Méier,Méier,1046,1837,70,2,2,1.0,0
Apartamento,Avenida Ministro Edgard Romero,Madureira,850,1233,42,1,1,1.0,0
Apartamento,Avenida Brás de Pina,Penha Circular,1600,2202,90,3,2,0.0,0
Apartamento,Avenida Prado Júnior,Copacabana,3000,3896,60,1,1,0.0,1
Apartamento,Rua Fonte da Saudade,Lagoa,3756,5844,122,3,2,1.0,0
Apartamento,Rua Cônego Tobias,Méier,1220,1968,100,2,1,1.0,0
Apartamento,Rua Óbidos,Bento Ribeiro,1800,2394,70,2,2,1.0,0
Casa,Travessa Carlos Xavier,Madureira,1500,1564,80,2,2,0.0,0
Apartamento,Rua Dia da Rocha,Copacabana,3800,5836,129,3,1,1.0,0
Casa,Rua Enes de Sousa,Tijuca,5500,5957,100,3,2,1.0,0
